	summarized	lineages	abundances	resid	coverage
ERR5019782.fastq	[('Other', 0.9999999999989615)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	0.1868399283917562	60.13723849372385
ERR5019815.fastq	[('Other', 0.9999999999966913)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	0.15968488985890233	60.13723849372385
ERR5014715.fastq	[('Other', 0.9999999999662997)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.99438200 0.00112360 0.00112360 0.00112360 0.00112360 0.00112360	0.000768172405101803	60.13723849372385
ERR5019773.fastq	[('Other', 0.9999999999995581)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	1.734538461638402e-12	60.13723849372385
ERR5019819.fastq	[('Other', 0.9999999999806062)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.96960500 0.00607900 0.00607900 0.00607900 0.00607900 0.00607900	0.18322847893492106	60.13723849372385
ERR5014679.fastq	[('Other', 0.9999999999765068)]	B.1.1.161 B.1.126 B.12 B.23 B.27 B.1.14 B	0.95308200 0.03685100 0.00201340 0.00201340 0.00201340 0.00201340 0.00201340	0.1930682139513811	60.13723849372385
ERR5014684.fastq	[('Other', 0.9962549999989172)]	B.1.1.161	0.99625500	0.0008732409613674226	60.13723849372385
ERR5019838.fastq	[('Other', 0.9999999999995581)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	1.734538461638402e-12	60.13723849372385
ERR5014637.fastq	[('Other', 0.9999999999943523)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.99262900 0.00147420 0.00147420 0.00147420 0.00147420 0.00147420	0.1875793769698987	60.13723849372385
ERR5014658.fastq	[('Other', 0.9999999999913789)]	B.1.1.301 B.1.1.514 B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.49314350 0.49314350 0.00703100 0.00133640 0.00133640 0.00133640 0.00133640 0.00133640	0.5758483096112379	60.13723849372385
ERR5019768.fastq	[('Other', 0.9999999999951262)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.99052100 0.00189580 0.00189580 0.00189580 0.00189580 0.00189580	0.18718102337831782	60.13723849372385
ERR5019795.fastq	[('Other', 0.9999999999997609)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	0.6624370610435206	60.13723849372385
ERR5019802.fastq	[('Other', 0.9999999999581024)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.98328300 0.00334340 0.00334340 0.00334340 0.00334340 0.00334340	0.18581324195530266	60.13723849372385
ERR5014662.fastq	[('Other', 0.9999999999995581)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	1.734538461638402e-12	60.13723849372385
ERR5019823.fastq	[('Other', 0.9999999999995581)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	1.734538461638402e-12	60.13723849372385
ERR5014643.fastq	[('Other', 0.9999999999995581)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	1.734538461638402e-12	60.13723849372385
ERR5019840.fastq	[('Other', 0.9999999999946146)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.99182000 0.00163600 0.00163600 0.00163600 0.00163600 0.00163600	0.18742649838567915	60.13723849372385
ERR5014693.fastq	[('Other', 0.9999999999969343)]	B.1.1.161 B.1.1.301 B.1.1.514	0.85591500 0.07204250 0.07204250	0.21242527695709995	60.13723849372385
ERR5014702.fastq	[('Other', 0.9999999999995407)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	0.004544289755786859	60.13723849372385
ERR5019764.fastq	[('Other', 0.9999999999942569)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.99299100 0.00140180 0.00140180 0.00140180 0.00140180 0.00140180	0.18764778493957943	60.13723849372385
ERR5019799.fastq	[('Other', 0.9999999999680942)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.98142400 0.00371520 0.00371520 0.00371520 0.00371520 0.00371520	0.7292747316237715	60.13723849372385
ERR5019835.fastq	[('Other', 0.9999999999984845)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.98606600 0.00278680 0.00278680 0.00278680 0.00278680 0.00278680	0.1863391518161439	60.13723849372385
ERR5014655.fastq	[('Other', 0.9999999999989585)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	0.1885110103675248	60.13723849372385
ERR5019783.fastq	[('Other', 0.9999999999995581)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	1.734538461638402e-12	60.13723849372385
ERR5019814.fastq	[('Other', 0.9999999999792064)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.97297300 0.00540540 0.00540540 0.00540540 0.00540540 0.00540540	0.18386493761435832	60.13723849372385
ERR5014689.fastq	[('Other', 0.999999999995408)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.99455000 0.00109000 0.00109000 0.00109000 0.00109000 0.00109000	0.42387310393009525	60.13723849372385
ERR5014674.fastq	[('Other', 0.9969469999950584)]	B.1.1.161	0.99694700	0.3686201000149699	60.13723849372385
ERR5014685.fastq	[('Other', 0.9999999999966418)]	B.1.1.161 B.1.1.301 B.1.1.514 B.12 B.23 B.27 B.1.14 B	0.67028500 0.15112100 0.15112100 0.00549460 0.00549460 0.00549460 0.00549460 0.00549460	0.2329771522018293	60.13723849372385
ERR5014678.fastq	[('Other', 0.9999999999944449)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.99305600 0.00138880 0.00138880 0.00138880 0.00138880 0.00138880	0.4206056002182012	60.13723849372385
ERR5019772.fastq	[('Other', 0.9999999999998934)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	0.7485240907520297	60.13723849372385
ERR5014714.fastq	[('Other', 0.9999999999995581)]	B.12 B.23 B.27 B.1.14 B	0.20000000 0.20000000 0.20000000 0.20000000 0.20000000	1.734538461638402e-12	60.13723849372385
ERR5019818.fastq	[('Other', 0.999999999974021)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.95620400 0.00875920 0.00875920 0.00875920 0.00875920 0.00875920	0.003236906411225713	60.13723849372385
ERR5014636.fastq	[('Other', 0.9999999999947766)]	B.1.1.161 B.12 B.23 B.27 B.1.14 B	0.98855000 0.00229000 0.00229000 0.00229000 0.00229000 0.00229000	0.0012929484254675424	60.13723849372385
